latitude,longitude,elevation,distance,hike_city,gain,loss,pace_dist,pace_gain,FME,facilities
43.28751,11.37679,177.6,0.025,,0,-0.5,3,300,0:00,
43.28743,11.37656,177,0.02,,0,-0.6,3,300,0:00,
43.28741,11.37587,177.8,0.056,,0.8,0,3,300,0:01,
43.28735,11.37561,179.8,0.022,,2,0,3,300,0:00,
43.28719,11.37546,180.1,0.022,,0.3,0,3,300,0:00,
43.28713,11.37526,182.1,0.018,,2,0,3,300,0:00,
43.28695,11.37479,186.7,0.043,,4.6,0,3,300,0:01,
43.28676,11.37436,188.7,0.04,,2,0,3,300,0:01,
43.28661,11.37413,189.7,0.025,,1,0,3,300,0:00,
43.28653,11.37366,191.8,0.04,,2.1,0,3,300,0:01,
43.28649,11.37416,188.1,0.04,,0,-3.7,3,300,0:00,
43.28631,11.37432,184.9,0.024,,0,-3.2,3,300,0:00,
43.2861,11.37446,182,0.026,,0,-2.9,3,300,0:00,
43.28595,11.37456,182,0.019,,0,0,3,300,0:00,
43.28581,11.3746,182,0.016,,0,0,3,300,0:00,
43.28565,11.37463,181.6,0.018,,0,-0.4,3,300,0:00,
43.28549,11.37479,181,0.022,,0,-0.6,3,300,0:00,
43.28532,11.37494,181,0.022,,0,0,3,300,0:00,
43.28503,11.37516,180.4,0.037,,0,-0.6,3,300,0:00,
43.28492,11.37527,180,0.015,,0,-0.4,3,300,0:00,
43.28473,11.37538,178.2,0.023,,0,-1.8,3,300,0:00,
43.2846,11.37549,177.1,0.017,,0,-1.1,3,300,0:00,
43.28427,11.37572,175.9,0.041,,0,-1.2,3,300,0:00,
43.28395,11.37596,173.8,0.041,,0,-2.1,3,300,0:00,
43.28377,11.3761,173.5,0.023,,0,-0.3,3,300,0:00,
43.28359,11.37622,173.6,0.022,,0.1,0,3,300,0:00,
43.28343,11.37618,173.9,0.018,,0.3,0,3,300,0:00,
43.28332,11.37606,174.2,0.016,,0.3,0,3,300,0:00,
43.28323,11.37593,175.3,0.014,,1.1,0,3,300,0:00,
43.2831,11.37581,176.8,0.018,,1.5,0,3,300,0:00,
43.28294,11.37575,177.8,0.018,,1,0,3,300,0:00,
43.28271,11.37587,178,0.027,,0.2,0,3,300,0:00,
43.2824,11.37602,177.9,0.037,,0,-0.1,3,300,0:00,
43.28215,11.37625,177.6,0.033,,0,-0.3,3,300,0:00,
43.282,11.37644,176.6,0.023,,0,-1,3,300,0:00,
43.28194,11.37664,175.2,0.018,,0,-1.4,3,300,0:00,
43.28186,11.37677,174,0.013,,0,-1.2,3,300,0:00,
43.28175,11.37676,174.2,0.013,,0.2,0,3,300,0:00,
43.28161,11.37672,174.8,0.015,,0.6,0,3,300,0:00,
43.28152,11.37666,175.6,0.012,,0.8,0,3,300,0:00,
43.28134,11.37668,175.9,0.02,,0.3,0,3,300,0:00,
43.2811,11.37676,175.4,0.027,,0,-0.5,3,300,0:00,
43.28077,11.37685,176.2,0.037,,0.8,0,3,300,0:00,
43.28042,11.37699,175.6,0.041,,0,-0.6,3,300,0:00,
43.28008,11.37709,175.7,0.039,,0.1,0,3,300,0:00,
43.27973,11.37718,176.3,0.039,,0.6,0,3,300,0:00,
43.27949,11.37721,176.1,0.027,,0,-0.2,3,300,0:00,
43.27915,11.37723,176,0.038,,0,-0.1,3,300,0:00,
43.27884,11.37718,177.5,0.034,,1.5,0,3,300,0:00,
43.27857,11.3771,178.4,0.031,,0.9,0,3,300,0:00,
43.27836,11.37707,178.1,0.024,,0,-0.3,3,300,0:00,
43.27798,11.37697,175.5,0.043,,0,-2.6,3,300,0:00,
43.27766,11.37691,173.6,0.035,,0,-1.9,3,300,0:00,
43.27736,11.37687,174.6,0.034,,1,0,3,300,0:00,
43.27704,11.37684,177.3,0.036,,2.7,0,3,300,0:01,
43.27681,11.37682,178.5,0.025,,1.2,0,3,300,0:00,
43.2766,11.37683,179.2,0.024,,0.7,0,3,300,0:00,
43.27638,11.3769,180,0.025,,0.8,0,3,300,0:00,
43.27602,11.37703,179.5,0.041,,0,-0.5,3,300,0:00,
43.27556,11.37719,179.2,0.053,,0,-0.3,3,300,0:01,
43.27522,11.37733,180.9,0.039,,1.7,0,3,300,0:01,
43.27452,11.37764,183.2,0.082,,2.3,0,3,300,0:02,
43.27416,11.37782,183.5,0.042,,0.3,0,3,300,0:00,
43.27387,11.37797,180.9,0.035,,0,-2.6,3,300,0:00,
43.2737,11.37814,179.6,0.023,,0,-1.3,3,300,0:00,
43.27343,11.37822,179.7,0.031,,0.1,0,3,300,0:00,
43.27305,11.37838,178.7,0.044,,0,-1,3,300,0:00,
43.27264,11.37856,178.2,0.048,,0,-0.5,3,300,0:00,
43.27234,11.37869,178.6,0.035,,0.4,0,3,300,0:00,
43.27202,11.37879,178.1,0.036,,0,-0.5,3,300,0:00,
43.27156,11.37887,176.6,0.052,,0,-1.5,3,300,0:01,
43.27125,11.37888,176.5,0.034,,0,-0.1,3,300,0:00,
43.271,11.37888,177.4,0.028,,0.9,0,3,300,0:00,
43.27072,11.37883,178.1,0.032,,0.7,0,3,300,0:00,
43.27024,11.37869,178.7,0.054,,0.6,0,3,300,0:01,
43.26989,11.37853,179.1,0.041,,0.4,0,3,300,0:00,
43.26956,11.37833,179.4,0.04,,0.3,0,3,300,0:00,
43.26924,11.37801,181.7,0.044,,2.3,0,3,300,0:01,
43.26901,11.37774,183.7,0.034,,2,0,3,300,0:01,
43.26884,11.37756,184.5,0.024,,0.8,0,3,300,0:00,
43.26863,11.37748,183.9,0.024,,0,-0.6,3,300,0:00,
43.26855,11.37738,182.4,0.012,,0,-1.5,3,300,0:00,
43.26862,11.37709,181.6,0.025,,0,-0.8,3,300,0:00,
43.26845,11.37697,179.9,0.021,,0,-1.7,3,300,0:00,
43.26794,11.37669,177,0.061,,0,-2.9,3,300,0:01,
43.26756,11.37654,176.1,0.044,,0,-0.9,3,300,0:00,
43.2672,11.37641,175.1,0.041,,0,-1,3,300,0:00,
43.26685,11.37625,175.2,0.041,,0.1,0,3,300,0:00,
43.26646,11.37604,175.8,0.047,,0.6,0,3,300,0:01,
43.26612,11.37585,176,0.041,,0.2,0,3,300,0:00,
43.26586,11.37571,176,0.031,,0,0,3,300,0:00,
43.26566,11.37563,176,0.023,,0,0,3,300,0:00,
43.26543,11.37555,176,0.026,,0,0,3,300,0:00,
43.26287,11.37419,180.6,0.305,,4.6,0,3,300,0:07,
43.26242,11.374,181.2,0.053,,0.6,0,3,300,0:01,
43.26213,11.37394,181.9,0.032,,0.7,0,3,300,0:00,
43.26184,11.37401,181.2,0.033,,0,-0.7,3,300,0:00,
43.2616,11.37423,180.4,0.032,,0,-0.8,3,300,0:00,
43.2602,11.3758,175,0.201,,0,-5.4,3,300,0:04,
43.26011,11.37616,174.9,0.031,,0,-0.1,3,300,0:00,
43.25996,11.37759,174,0.117,,0,-0.9,3,300,0:02,
43.25995,11.3777,174,0.009,,0,0,3,300,0:00,
43.25989,11.37768,174,0.007,,0,0,3,300,0:00,
43.2597,11.37764,174,0.022,,0,0,3,300,0:00,
43.25942,11.37774,174,0.032,,0,0,3,300,0:00,
43.25905,11.37799,173.6,0.046,,0,-0.4,3,300,0:00,
43.25896,11.37809,173.7,0.013,,0.1,0,3,300,0:00,
43.25899,11.3783,173.6,0.017,,0,-0.1,3,300,0:00,
43.25896,11.37846,173.4,0.013,,0,-0.2,3,300,0:00,
43.25871,11.37869,173.5,0.034,,0.1,0,3,300,0:00,
43.25843,11.37897,173,0.038,,0,-0.5,3,300,0:00,
43.25811,11.37926,173.5,0.043,Isola d'Arbia,0.5,0,3,300,0:00,RBG
43.2577,11.37964,173.3,0.055,,0,-0.2,3,300,0:01,
43.25738,11.37995,173,0.044,,0,-0.3,3,300,0:00,
43.25708,11.38017,172.4,0.037,,0,-0.6,3,300,0:00,
43.25697,11.38033,172,0.018,,0,-0.4,3,300,0:00,
43.25692,11.38057,172,0.02,,0,0,3,300,0:00,
43.25688,11.38087,171.7,0.025,,0,-0.3,3,300,0:00,
43.25678,11.38102,171.1,0.017,,0,-0.6,3,300,0:00,
43.25655,11.38129,170.2,0.033,,0,-0.9,3,300,0:00,
43.25637,11.38157,170.1,0.031,,0,-0.1,3,300,0:00,
43.25623,11.38192,170.6,0.032,,0.5,0,3,300,0:00,
43.25616,11.38221,170.7,0.025,,0.1,0,3,300,0:00,
43.25604,11.3823,171.3,0.015,,0.6,0,3,300,0:00,
43.25587,11.38228,171.9,0.019,,0.6,0,3,300,0:00,
43.25554,11.3821,172.4,0.039,,0.5,0,3,300,0:00,
43.25532,11.38206,172.1,0.025,,0,-0.3,3,300,0:00,
43.25505,11.38211,171.2,0.03,,0,-0.9,3,300,0:00,
43.25461,11.38229,171,0.051,,0,-0.2,3,300,0:01,
43.25419,11.3825,171,0.05,,0,0,3,300,0:01,
43.25383,11.38262,169.9,0.041,,0,-1.1,3,300,0:00,
43.25349,11.38257,168.9,0.038,,0,-1,3,300,0:00,
43.25321,11.38245,168.8,0.033,,0,-0.1,3,300,0:00,
43.25289,11.38216,172.3,0.043,,3.5,0,3,300,0:01,
43.25276,11.38214,173.2,0.014,,0.9,0,3,300,0:00,
43.25258,11.38241,175.1,0.03,,1.9,0,3,300,0:00,
43.25242,11.38263,176.9,0.025,,1.8,0,3,300,0:00,
43.25224,11.38272,178.8,0.021,,1.9,0,3,300,0:00,
43.25205,11.38267,180.1,0.022,,1.3,0,3,300,0:00,
43.25188,11.38248,182.3,0.024,,2.2,0,3,300,0:00,
43.25158,11.38213,186.6,0.044,,4.3,0,3,300,0:01,
43.25125,11.38169,190.8,0.051,,4.2,0,3,300,0:01,
43.25105,11.38135,192.4,0.036,,1.6,0,3,300,0:01,
43.25101,11.38119,193.6,0.013,,1.2,0,3,300,0:00,
43.25087,11.381,196.4,0.022,,2.8,0,3,300,0:01,
43.25074,11.38086,198.5,0.019,,2.1,0,3,300,0:00,
43.2506,11.38071,200.6,0.019,,2.1,0,3,300,0:00,
43.25039,11.38038,206.8,0.036,,6.2,0,3,300,0:01,
43.25031,11.38001,209.8,0.031,,3,0,3,300,0:01,
43.25022,11.3797,212.8,0.027,,3,0,3,300,0:01,
43.25022,11.37944,214.4,0.021,,1.6,0,3,300,0:00,
43.2502,11.37921,215.3,0.019,,0.9,0,3,300,0:00,
43.25009,11.37928,214.9,0.014,,0,-0.4,3,300,0:00,
43.24997,11.37945,215.9,0.019,,1,0,3,300,0:00,
43.24982,11.37969,215.6,0.025,,0,-0.3,3,300,0:00,
43.24962,11.38014,216.3,0.043,,0.7,0,3,300,0:01,
43.2494,11.38044,217.4,0.035,,1.1,0,3,300,0:00,
43.24921,11.38061,217.3,0.025,,0,-0.1,3,300,0:00,
43.249,11.38081,217.9,0.028,,0.6,0,3,300,0:00,
43.24896,11.38097,217.7,0.014,,0,-0.2,3,300,0:00,
43.24895,11.38126,216.9,0.024,,0,-0.8,3,300,0:00,
43.24901,11.38188,212.2,0.051,,0,-4.7,3,300,0:01,
43.24912,11.38258,206.9,0.058,,0,-5.3,3,300,0:01,
43.24932,11.38373,199.5,0.096,,0,-7.4,3,300,0:01,
43.24958,11.38525,194.1,0.126,,0,-5.4,3,300,0:02,
43.24976,11.38624,192.1,0.083,,0,-2,3,300,0:01,
43.24999,11.38749,190.1,0.105,,0,-2,3,300,0:02,
43.25031,11.38926,189.7,0.148,,0,-0.4,3,300,0:02,
43.2505,11.39027,189.6,0.085,,0,-0.1,3,300,0:01,
43.2506,11.39078,190,0.043,,0.4,0,3,300,0:00,
43.25082,11.39151,189.5,0.064,,0,-0.5,3,300,0:01,
43.25059,11.39162,188.4,0.027,Ponte a Tressa,0,-1.1,3,300,0:00,H RBG T
43.25008,11.3918,183.4,0.058,,0,-5,3,300,0:01,
43.24966,11.39195,178.3,0.049,,0,-5.1,3,300,0:00,
43.24935,11.39194,175.3,0.034,,0,-3,3,300,0:00,
43.24897,11.39183,173.7,0.043,,0,-1.6,3,300,0:00,
43.24876,11.39182,173.7,0.023,,0,0,3,300,0:00,
43.248,11.39229,173.8,0.093,,0.1,0,3,300,0:01,
43.24761,11.39247,173.1,0.046,,0,-0.7,3,300,0:00,
43.24698,11.39255,173,0.07,,0,-0.1,3,300,0:01,
43.24639,11.3926,172,0.066,,0,-1,3,300,0:01,
43.24513,11.3927,173.3,0.14,,1.3,0,3,300,0:03,
43.24417,11.39276,178,0.107,,4.7,0,3,300,0:03,
43.24366,11.39281,183.3,0.057,,5.3,0,3,300,0:02,
43.24355,11.39293,182.7,0.015,,0,-0.6,3,300,0:00,
43.24344,11.39375,179.1,0.068,,0,-3.6,3,300,0:01,
43.24332,11.39408,176.6,0.03,,0,-2.5,3,300,0:00,
43.24306,11.39448,173.9,0.043,,0,-2.7,3,300,0:00,
43.24283,11.39474,173,0.034,,0,-0.9,3,300,0:00,
43.24258,11.39484,172.7,0.028,,0,-0.3,3,300,0:00,
43.24251,11.39492,172.3,0.011,,0,-0.4,3,300,0:00,
43.24254,11.39522,172,0.024,,0,-0.3,3,300,0:00,
43.24263,11.39569,171.3,0.04,,0,-0.7,3,300,0:00,
43.24306,11.39818,170,0.207,,0,-1.3,3,300,0:04,
43.24333,11.39963,169,0.122,,0,-1,3,300,0:02,
43.24364,11.40095,168,0.113,,0,-1,3,300,0:02,
43.2439,11.40206,168,0.094,,0,0,3,300,0:01,
43.24396,11.40235,168,0.025,,0,0,3,300,0:00,
43.24394,11.40247,168,0.01,,0,0,3,300,0:00,
43.24374,11.40264,169.3,0.026,,1.3,0,3,300,0:00,
43.24338,11.40287,173.8,0.044,,4.5,0,3,300,0:01,
43.24328,11.4028,173.5,0.013,,0,-0.3,3,300,0:00,
43.24306,11.40279,174.2,0.024,,0.7,0,3,300,0:00,
43.24211,11.40293,172,0.106,,0,-2.2,3,300,0:02,
43.2412,11.40308,174.1,0.102,,2.1,0,3,300,0:02,
43.24072,11.40312,176.3,0.053,,2.2,0,3,300,0:01,
43.24054,11.40318,177.3,0.021,,1,0,3,300,0:00,
43.23955,11.40357,171.9,0.114,,0,-5.4,3,300,0:02,
43.23814,11.40411,170,0.163,,0,-1.9,3,300,0:03,
43.23684,11.40459,172.1,0.15,,2.1,0,3,300,0:03,
43.2361,11.40487,178.1,0.085,,6,0,3,300,0:02,
43.23584,11.40494,179.5,0.029,,1.4,0,3,300,0:00,
43.23528,11.405,181,0.063,,1.5,0,3,300,0:01,
43.23464,11.40507,183,0.071,,2,0,3,300,0:01,
43.23458,11.40514,183,0.009,,0,0,3,300,0:00,
43.23394,11.40611,180,0.106,,0,-3,3,300,0:02,
43.23376,11.4063,181.1,0.025,,1.1,0,3,300,0:00,
43.2336,11.40639,183.1,0.02,,2,0,3,300,0:00,
43.23294,11.4068,189.6,0.08,,6.5,0,3,300,0:02,
43.23255,11.40708,193.5,0.049,,3.9,0,3,300,0:01,
43.23189,11.40749,202.1,0.081,,8.6,0,3,300,0:03,
43.23183,11.40742,201.8,0.008,,0,-0.3,3,300,0:00,
43.23147,11.40706,201.7,0.05,,0,-0.1,3,300,0:01,
43.23119,11.4069,205.4,0.034,,3.7,0,3,300,0:01,
43.23101,11.4068,207.6,0.021,,2.2,0,3,300,0:00,
43.23028,11.40664,210.4,0.082,,2.8,0,3,300,0:02,
43.22996,11.40656,214.5,0.036,,4.1,0,3,300,0:01,
43.22951,11.40637,219.3,0.053,,4.8,0,3,300,0:02,
43.22923,11.40624,222,0.033,,2.7,0,3,300,0:01,
43.22907,11.40609,224.4,0.021,,2.4,0,3,300,0:00,
43.22899,11.40583,226.2,0.023,,1.8,0,3,300,0:00,
43.22896,11.40548,227.6,0.029,,1.4,0,3,300,0:00,
43.22892,11.40519,228.4,0.024,,0.8,0,3,300,0:00,
43.22884,11.4052,228.6,0.009,,0.2,0,3,300,0:00,
43.22864,11.40568,229.8,0.044,,1.2,0,3,300,0:01,
43.22841,11.40621,230.4,0.051,,0.6,0,3,300,0:01,
43.22827,11.40639,230.5,0.021,,0.1,0,3,300,0:00,
43.22827,11.40661,229.1,0.018,,0,-1.4,3,300,0:00,
43.2284,11.40691,226.1,0.028,,0,-3,3,300,0:00,
43.22853,11.40767,214.9,0.063,,0,-11.2,3,300,0:01,
43.22854,11.40799,212,0.027,,0,-2.9,3,300,0:00,
43.22845,11.40801,214.1,0.01,,2.1,0,3,300,0:00,
43.22834,11.40774,217.4,0.025,,3.3,0,3,300,0:01,
43.22821,11.40769,219.3,0.015,,1.9,0,3,300,0:00,
43.22788,11.4076,218,0.037,,0,-1.3,3,300,0:00,
43.22779,11.40749,217.2,0.014,,0,-0.8,3,300,0:00,
43.22751,11.40706,215.4,0.046,,0,-1.8,3,300,0:00,
43.22723,11.40651,213.1,0.055,,0,-2.3,3,300,0:01,
43.22698,11.40608,211.2,0.044,,0,-1.9,3,300,0:00,
43.22665,11.40644,213.2,0.047,,2,0,3,300,0:01,
43.22637,11.40675,212.2,0.04,,0,-1,3,300,0:00,
43.22623,11.40692,212.3,0.021,Monterini d'Arbia,0.1,0,3,300,0:00,H RB
43.22567,11.40713,214.2,0.065,,1.9,0,3,300,0:01,
43.22526,11.40732,218.5,0.048,,4.3,0,3,300,0:01,
43.22486,11.40763,222.3,0.051,,3.8,0,3,300,0:01,
43.22443,11.40822,226.4,0.067,,4.1,0,3,300,0:02,
43.22427,11.40848,225.6,0.028,,0,-0.8,3,300,0:00,
43.22406,11.40871,223.3,0.03,,0,-2.3,3,300,0:00,
43.22397,11.40889,221.8,0.018,,0,-1.5,3,300,0:00,
43.2238,11.40943,217.7,0.047,,0,-4.1,3,300,0:00,
43.2237,11.40956,216.1,0.016,,0,-1.6,3,300,0:00,
43.22329,11.40983,218,0.05,,1.9,0,3,300,0:01,
43.22295,11.41015,220.8,0.046,,2.8,0,3,300,0:01,
43.22282,11.41016,221.8,0.015,,1,0,3,300,0:00,
43.2226,11.41002,223.8,0.027,,2,0,3,300,0:00,
43.22235,11.40996,226.3,0.028,,2.5,0,3,300,0:01,
43.22216,11.41001,227,0.021,,0.7,0,3,300,0:00,
43.22201,11.41014,226,0.02,,0,-1,3,300,0:00,
43.22177,11.41057,227,0.044,,1,0,3,300,0:01,
43.22163,11.41069,226.1,0.018,,0,-0.9,3,300,0:00,
43.22103,11.41107,221.8,0.074,,0,-4.3,3,300,0:01,
43.22083,11.41125,225.5,0.026,,3.7,0,3,300,0:01,
43.22071,11.41146,229.3,0.022,,3.8,0,3,300,0:01,
43.2205,11.41204,233.6,0.053,,4.3,0,3,300,0:01,
43.22037,11.41223,232.6,0.021,,0,-1,3,300,0:00,
43.22004,11.41248,230.3,0.042,,0,-2.3,3,300,0:00,
43.21945,11.41305,226,0.08,,0,-4.3,3,300,0:01,
43.2189,11.41364,220.9,0.078,,0,-5.1,3,300,0:01,
43.21861,11.41391,219.8,0.039,,0,-1.1,3,300,0:00,
43.21828,11.41411,219.7,0.04,,0,-0.1,3,300,0:00,
43.21781,11.41443,222.5,0.058,,2.8,0,3,300,0:01,
43.21746,11.41478,222.9,0.048,,0.4,0,3,300,0:01,
43.21725,11.41517,223.9,0.04,,1,0,3,300,0:01,
43.21706,11.41572,222.3,0.049,,0,-1.6,3,300,0:00,
43.21663,11.41651,223.7,0.08,,1.4,0,3,300,0:01,
43.21631,11.41725,225.8,0.07,,2.1,0,3,300,0:01,
43.21612,11.41751,226.9,0.03,,1.1,0,3,300,0:00,
43.21571,11.41777,225.1,0.05,,0,-1.8,3,300,0:01,
43.21545,11.41782,224.1,0.029,,0,-1,3,300,0:00,
43.21519,11.41767,222.6,0.031,,0,-1.5,3,300,0:00,
43.21462,11.41736,217.9,0.069,,0,-4.7,3,300,0:01,
43.21436,11.41729,215.4,0.029,,0,-2.5,3,300,0:00,
43.21402,11.41727,213.9,0.038,,0,-1.5,3,300,0:00,
43.21378,11.41729,213.1,0.027,,0,-0.8,3,300,0:00,
43.21347,11.41747,213,0.037,,0,-0.1,3,300,0:00,
43.21305,11.41779,211.9,0.053,,0,-1.1,3,300,0:01,
43.21273,11.41789,212.7,0.037,,0.8,0,3,300,0:00,
43.21233,11.41801,212.1,0.045,,0,-0.6,3,300,0:00,
43.21204,11.41823,210.9,0.037,,0,-1.2,3,300,0:00,
43.21168,11.41859,210,0.05,,0,-0.9,3,300,0:01,
43.21131,11.41915,208.5,0.061,,0,-1.5,3,300,0:01,
43.21101,11.41962,207.6,0.051,,0,-0.9,3,300,0:01,
43.21085,11.41977,208.5,0.021,,0.9,0,3,300,0:00,
43.21033,11.42012,209.8,0.065,,1.3,0,3,300,0:01,
43.20998,11.42031,213,0.042,,3.2,0,3,300,0:01,
43.20961,11.42061,215.7,0.047,,2.7,0,3,300,0:01,
43.20928,11.4211,217.3,0.054,,1.6,0,3,300,0:01,
43.20869,11.42174,212.3,0.084,,0,-5,3,300,0:01,
43.20809,11.42237,207.3,0.084,,0,-5,3,300,0:01,
43.208,11.42253,206.3,0.017,,0,-1,3,300,0:00,
43.20735,11.42486,199.9,0.202,,0,-6.4,3,300,0:04,
43.20698,11.42613,202.6,0.111,,2.7,0,3,300,0:02,
43.2068,11.42662,202.1,0.045,,0,-0.5,3,300,0:00,
43.20657,11.42709,203.5,0.046,,1.4,0,3,300,0:01,
43.20623,11.42757,202.1,0.054,,0,-1.4,3,300,0:01,
43.20571,11.42817,200.6,0.076,,0,-1.5,3,300,0:01,
43.20529,11.42868,200.9,0.062,,0.3,0,3,300,0:01,
43.20495,11.42993,199.1,0.109,,0,-1.8,3,300,0:02,
43.20469,11.4309,193.7,0.083,Quinciano,0,-5.4,3,300,0:01,H R
43.20451,11.43193,190.4,0.087,,0,-3.3,3,300,0:01,
43.20449,11.43223,189.5,0.024,,0,-0.9,3,300,0:00,
43.20448,11.43241,188.4,0.015,,0,-1.1,3,300,0:00,
43.20433,11.43295,186.1,0.047,,0,-2.3,3,300,0:00,
43.20381,11.43119,178.8,0.154,,0,-7.3,3,300,0:03,
43.20366,11.43082,174.3,0.034,,0,-4.5,3,300,0:00,
43.20348,11.43057,172.6,0.029,,0,-1.7,3,300,0:00,
43.20324,11.43051,168.9,0.027,,0,-3.7,3,300,0:00,
43.20286,11.43042,166.4,0.043,,0,-2.5,3,300,0:00,
43.20271,11.43046,165.5,0.017,,0,-0.9,3,300,0:00,
43.20258,11.43062,164.7,0.019,,0,-0.8,3,300,0:00,
43.20244,11.43067,164.4,0.016,,0,-0.3,3,300,0:00,
43.20161,11.43066,163.9,0.092,,0,-0.5,3,300,0:01,
43.201,11.43067,163.4,0.068,,0,-0.5,3,300,0:01,
43.20072,11.43071,163.6,0.032,,0.2,0,3,300,0:00,
43.20012,11.43084,162.5,0.067,,0,-1.1,3,300,0:01,
43.19898,11.43113,160.4,0.129,,0,-2.1,3,300,0:02,
43.19819,11.43131,159.6,0.089,,0,-0.8,3,300,0:01,
43.19753,11.4315,159,0.075,,0,-0.6,3,300,0:01,
43.19699,11.43175,158.7,0.063,,0,-0.3,3,300,0:01,
43.19651,11.43206,158.5,0.059,,0,-0.2,3,300,0:01,
43.19611,11.43244,159.6,0.054,,1.1,0,3,300,0:01,
43.19569,11.43289,159.9,0.059,,0.3,0,3,300,0:01,
43.19514,11.43352,158.3,0.08,,0,-1.6,3,300,0:01,
43.19479,11.43393,157.6,0.051,,0,-0.7,3,300,0:01,
43.19436,11.43453,159.3,0.069,,1.7,0,3,300,0:01,
43.1939,11.43509,160,0.068,,0.7,0,3,300,0:01,
43.19296,11.43626,159.8,0.141,,0,-0.2,3,300,0:02,
43.19225,11.43716,159,0.108,,0,-0.8,3,300,0:02,
43.19162,11.43787,159.3,0.091,,0.3,0,3,300,0:01,
43.19076,11.43869,158.7,0.116,,0,-0.6,3,300,0:02,
43.19003,11.43927,156.2,0.094,,0,-2.5,3,300,0:01,
43.18964,11.43968,155.3,0.055,,0,-0.9,3,300,0:01,
43.18926,11.44007,154.8,0.052,,0,-0.5,3,300,0:01,
43.18858,11.44079,155.8,0.096,,1,0,3,300,0:02,
43.1879,11.44139,155.4,0.09,,0,-0.4,3,300,0:01,
43.18737,11.44188,156,0.071,,0.6,0,3,300,0:01,
43.18678,11.44247,154.4,0.081,,0,-1.6,3,300,0:01,
43.18596,11.4432,156,0.109,,1.6,0,3,300,0:02,
43.18532,11.44382,157.5,0.087,,1.5,0,3,300,0:02,
43.18458,11.44454,157.4,0.101,,0,-0.1,3,300,0:02,
43.18413,11.44484,160.4,0.056,,3,0,3,300,0:01,
43.18425,11.44514,161.2,0.027,,0.8,0,3,300,0:00,
43.18373,11.44563,159.3,0.071,,0,-1.9,3,300,0:01,
43.18299,11.44636,155,0.101,,0,-4.3,3,300,0:02,
43.18237,11.44695,155,0.084,,0,0,3,300,0:01,
43.18164,11.44759,155.3,0.096,,0.3,0,3,300,0:01,
43.18119,11.44798,154.3,0.059,,0,-1,3,300,0:01,
43.18067,11.44849,153.7,0.072,,0,-0.6,3,300,0:01,
43.17994,11.44914,154.7,0.096,,1,0,3,300,0:02,
43.17945,11.44959,154.5,0.066,,0,-0.2,3,300,0:01,
43.17894,11.45004,154.3,0.067,,0,-0.2,3,300,0:01,
43.17873,11.45023,154.3,0.028,,0,0,3,300,0:00,
43.17855,11.45035,154.3,0.023,,0,0,3,300,0:00,
43.17851,11.45049,155.2,0.012,,0.9,0,3,300,0:00,
43.17827,11.45069,155.3,0.031,,0.1,0,3,300,0:00,
43.17817,11.4507,154.9,0.011,,0,-0.4,3,300,0:00,
43.17752,11.45105,154.1,0.078,,0,-0.8,3,300,0:01,
43.17638,11.45154,153,0.133,,0,-1.1,3,300,0:02,
43.17632,11.45164,153,0.01,,0,0,3,300,0:00,
43.17579,11.45187,153.3,0.062,,0.3,0,3,300,0:01,
43.17542,11.45206,153.8,0.044,,0.5,0,3,300,0:00,
43.17449,11.45245,154.6,0.108,,0.8,0,3,300,0:02,
43.17427,11.45254,155.3,0.025,,0.7,0,3,300,0:00,
43.17413,11.45257,155.4,0.016,,0.1,0,3,300,0:00,
43.17365,11.45276,155,0.056,,0,-0.4,3,300,0:01,
43.17315,11.45297,152.6,0.058,,0,-2.4,3,300,0:01,
43.17273,11.45339,150.9,0.058,,0,-1.7,3,300,0:01,
43.17218,11.454,149.8,0.078,,0,-1.1,3,300,0:01,
43.17136,11.45492,147.6,0.118,,0,-2.2,3,300,0:02,
43.17054,11.45574,147,0.113,,0,-0.6,3,300,0:02,
43.17037,11.45602,147,0.03,,0,0,3,300,0:00,
43.16999,11.457,146,0.09,,0,-1,3,300,0:01,
43.16982,11.45775,145.9,0.064,,0,-0.1,3,300,0:01,
43.16964,11.45834,146,0.052,,0.1,0,3,300,0:01,
43.1694,11.45885,146,0.049,,0,0,3,300,0:00,
43.16907,11.45933,146,0.054,,0,0,3,300,0:01,
43.16858,11.46008,146,0.081,,0,0,3,300,0:01,
43.1682,11.46083,146,0.074,,0,0,3,300,0:01,
43.16775,11.46184,145.3,0.097,,0,-0.7,3,300,0:01,
43.16731,11.46271,145,0.086,,0,-0.3,3,300,0:01,
43.16716,11.46301,145,0.029,,0,0,3,300,0:00,
43.16693,11.46337,145.2,0.039,,0.2,0,3,300,0:00,
43.16675,11.46349,145.9,0.022,,0.7,0,3,300,0:00,
43.16644,11.46379,146,0.042,,0.1,0,3,300,0:00,
43.16626,11.46405,146.6,0.03,,0.6,0,3,300,0:00,
43.16602,11.46451,146.4,0.046,,0,-0.2,3,300,0:00,
43.16628,11.46466,146.2,0.031,,0,-0.2,3,300,0:00,
43.16645,11.46483,145.7,0.023,,0,-0.5,3,300,0:00,
43.16649,11.46505,144.7,0.019,,0,-1,3,300,0:00,
43.16649,11.46534,142.9,0.023,,0,-1.8,3,300,0:00,
43.16621,11.46566,140,0.041,,0,-2.9,3,300,0:00,
43.1659,11.4661,138.2,0.05,,0,-1.8,3,300,0:01,
